,FN,LN,School,Department,City,State,OQ,WTA,LOD,gives good feedback,respected,lots of homework,accessible outside class,get ready to read,participation matters,skip class? you won't pass.,inspirational,graded by few things,test heavy,group projects,clear grading criteria,hilarious,beware of pop quizzes,amazing lectures,lecture heavy,caring,extra credit,so many papers,tough grader
2501,Mike,Lipsitz,Boston University,Economics,Boston,MA,3.8,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2502,Wayne,Korzan,Boston University,Neurological Sciences,Boston,MA,3.7,N/,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,Minhye,Kim,Boston University,Languages,Boston,MA,4.8,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,Mary,Knox,Boston University,Journalism,Boston,MA,2.0,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,Irina,Mikhalevich,Boston University,Philosophy,Boston,MA,2.8,N/,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,Kyung,Shick,Boston University,Criminal Justice,Boston,MA,3.6,N/,3.0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
2507,Olga,Hawn,Boston University,Business,Boston,MA,1.8,N/,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,Eunice,Euna,Boston University,Languages,Boston,MA,5.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,Leslie,Lemire,Boston University,Classics,Boston,MA,5.0,N/,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,Jennifer,Row,Boston University,Languages,Boston,MA,4.5,N/,2.3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2511,Steven,Ahlen,Boston University,Physics,Boston,MA,1.3,N/,4.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2512,Eric,Breck,Boston University,Computer Science,Boston,MA,5.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,Allison,Miracco,Boston University,Communication,Boston,MA,1.8,N/,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,Maureen,Sullivan,Boston University,Sociology,Boston,MA,2.0,N/,3.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2515,Rachel,Schneider,Boston University,Writing,Boston,MA,3.8,N/,3.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,Susan,Grant,Boston University,Marketing,Boston,MA,1.3,N/,4.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1
2517,Benjamin,Ogden,Boston University,Economics,Boston,MA,3.5,N/,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2518,Xi,Lin,Boston University,Engineering,Boston,MA,4.2,N/,3.7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3,0,0
2519,Kam,Miller,Boston University,Film,Boston,MA,2.2,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,Canan,Corlu,Boston University,Business,Boston,MA,1.5,N/,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2
2521,Emily,Keck,Boston University,English,Boston,MA,4.2,N/,3.0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2522,Martha,Castano,Boston University,Languages,Boston,MA,5.0,N/,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2523,Natalie,Emmons,Boston University,Psychology,Boston,MA,2.7,N/,2.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2524,Thomas,J,Boston University,Social Science,Boston,MA,4.8,N/,2.3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2525,Douglas,Holmes,Boston University,Engineering,Boston,MA,4.7,N/,3.3,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0
2526,Annael,Jonas-Paneth,Boston University,Writing,Boston,MA,3.7,N/,3.7,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2527,Leila,Agha,Boston University,Business,Boston,MA,4.7,N/,2.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2528,Todd,Czubek,Boston University,Languages,Boston,MA,3.8,N/,2.3,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
2529,Lee-ford,Tritt,Boston University,Law,Boston,MA,4.8,N/,3.7,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2530,Ben,Kochan,Boston University,Writing,Boston,MA,3.5,N/,3.7,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
2531,Brian,Krogh,Boston University,Communication,Boston,MA,5.0,N/,2.3,2,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0
2532,Chong,Choe-Smith,Boston University,Philosophy,Boston,MA,3.3,N/,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0
2533,Ksenia,Bravaya,Boston University,Chemistry,Boston,MA,2.5,N/,3.7,0,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1
2534,John,Bergdall,Boston University,Ma,Boston,MA,3.3,N/,2.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
2535,Shelley,Brown,Boston University,Health Science,Boston,MA,5.0,N/,2.7,0,0,0,0,0,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0
2536,Carolyn,Hodges-Simeon,Boston University,Anthropology,Boston,MA,4.7,N/,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,1,0,0
2537,Franco,Rossi,Boston University,Archaeology,Boston,MA,4.8,N/,2.2,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,2,0,0
2538,Zlatko,Vasilkoski,Boston University,Computer Science,Boston,MA,3.0,N/,3.3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2539,Mihoko,Yagi,Boston University,Languages,Boston,MA,4.7,N/,2.7,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,1,0,1
2540,Vesko,Garcevic,Boston University,International Studies,Boston,MA,5.0,N/,2.3,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0
2541,Hongyun,Sun,Boston University,Languages,Boston,MA,4.0,N/,4.0,0,0,2,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,1
2542,Florian,Pierre,Boston University,Writing,Boston,MA,5.0,N/,3.0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
2543,Valerie,Williams,Boston University,Writing,Boston,MA,4.7,N/,3.7,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
2544,Kenneth,R.,Boston University,Marketing,Boston,MA,5.0,N/,3.7,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0
2545,Kenneth,Andrew,Boston University,English,Boston,MA,5.0,N/,3.7,2,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0
2546,Anna,Katsnelson,Boston University,Art History,Boston,MA,4.7,N/,4.0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2
2547,Eric,Chang,Boston University,Ma,Boston,MA,3.7,N/,3.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2548,Ted,Werth,Boston University,Business,Boston,MA,5.0,N/,3.7,0,2,0,2,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0
2549,Constance,Hadley,Boston University,Business,Boston,MA,3.7,N/,4.0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2550,Richard,Grueter,Boston University,Accounting,Boston,MA,1.7,N/,4.0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0
2551,Alan,Russell,Boston University,Finance,Boston,MA,2.0,N/,3.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,Barbod,Salimi,Boston University,Theology,Boston,MA,5.0,N/,3.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,Alice,Donovan,Boston University,Communication,Boston,MA,4.3,N/,3.3,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
2554,Millan,Abinader,Boston University,Social Work,Boston,MA,3.7,N/,4.0,2,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1
2555,Michael,Albro,Boston University,Engineering,Boston,MA,3.7,N/,3.7,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1
2556,Mike,Tizio,Boston University,Computer Science,Boston,MA,1.7,N/,2.3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2557,Jeffrey,Gruenglas,Boston University,Writing,Boston,MA,4.7,N/,2.7,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2558,Jeffery,Gutierrez,Boston University,Writing,Boston,MA,5.0,N/,2.7,2,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0
2559,Victor,Kumar,Boston University,Philosophy,Boston,MA,4.3,N/,2.7,0,1,0,0,1,1,0,1,0,0,0,3,0,0,0,0,1,1,0,0
2560,Michael,Hanna,Boston University,Business,Boston,MA,4.3,N/,2.7,2,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,0,0
2561,Elizabeth,Coppock,Boston University,Languages,Boston,MA,3.0,N/,3.3,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2562,Catherine,Fazio,Boston University,Business,Boston,MA,5.0,N/,3.7,0,1,1,1,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2563,Aleksandra,Kasztalska,Boston University,Writing,Boston,MA,5.0,N/,2.0,2,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0
2564,Adam,Shmidt,Boston University,Philosophy,Boston,MA,4.3,N/,3.3,3,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2565,Ayse,Parla,Boston University,Anthropology,Boston,MA,4.7,N/,2.7,1,0,0,0,2,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0
2566,Gregory,J.,Boston University,Earth Science,Boston,MA,4.7,N/,2.7,0,0,0,0,0,0,2,0,0,1,1,0,3,0,1,0,0,0,0,0
2567,Yo-El,Cassell,Boston University,Theater,Boston,MA,5.0,N/,3.0,0,1,0,1,0,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0
2568,Julie,C,Boston University,Writing,Boston,MA,4.3,N/,2.0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2569,Nilay,Kafali,Boston University,Economics,Boston,MA,2.3,N/,4.3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
2570,Malwina,Carrion,Boston University,Health Science,Boston,MA,3.0,N/,2.7,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0
2571,Ceyhun,Elgin,Boston University,Economics,Boston,MA,5.0,N/,3.0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2572,Robert,Metcalfe,Boston University,Ma,Boston,MA,5.0,N/,3.0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2573,Anna,Thornton,Boston University,Engineering,Boston,MA,3.7,N/,3.0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0
2574,Andy,Fan,Boston University,Engineering,Boston,MA,5.0,N/,3.7,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
2575,Amir,Effat,Boston University,Languages,Boston,MA,1.3,N/,4.7,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
2576,Dawson,Williams,Boston University,Computer Science,Boston,MA,5.0,N/,3.3,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2577,Lindsey,Decker,Boston University,Film,Boston,MA,3.7,N/,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2578,Steve,Chen,Boston University,Business,Boston,MA,5.0,N/,4.0,0,2,0,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0
2579,Ophelia,Tsui,Boston University,Physics,Boston,MA,1.8,N/,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2580,Maura,Smith,Boston University,Film,Boston,MA,5.0,N/,2.7,3,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2581,Ross,Barrett,Boston University,Art History,Boston,MA,4.7,N/,2.7,0,0,0,0,0,3,0,1,1,0,0,1,0,0,1,1,1,0,0,0
2582,Marlene,Suarez,Boston University,Ma,Boston,MA,2.6,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2583,Jean,Hay,Boston University,History,Boston,MA,4.5,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,Judith,Simpson,Boston University,Fine Arts,Boston,MA,4.3,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,William,Albert,Boston University,Marketing,Boston,MA,5.0,N/,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,Nick,Lux,Boston University,Education,Boston,MA,4.3,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,Corola,Moreno,Boston University,Economics,Boston,MA,4.5,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,Zhang,Rui,Boston University,Ma,Boston,MA,4.5,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,Chi,Hyon,Boston University,Business,Boston,MA,3.3,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,Brett,Pasinella,Boston University,Geography,Boston,MA,4.0,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,Ellen,Cohn,Boston University,Health Science,Boston,MA,3.3,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,Tony,Dolan,Boston University,Film,Boston,MA,5.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,Don,Wroblewski,Boston University,Engineering,Boston,MA,5.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,Bill,Young,Boston University,Theater,Boston,MA,5.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,Tom,Sturge,Boston University,Theater,Boston,MA,2.3,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,Mark,Lanks,Boston University,Theater,Boston,MA,4.5,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,Lance,Morrow,Boston University,Writing,Boston,MA,4.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,Anita,McGahan,Boston University,Management,Boston,MA,5.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,David,Blake,Boston University,Physical Ed,Boston,MA,5.0,N/,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,Danny,McIntyre,Boston University,Music,Boston,MA,4.8,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,Dietmar,Winkler,Boston University,Religion,Boston,MA,5.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,Elizabeth,Zollinger,Boston University,Ma,Boston,MA,3.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,Evan,Goodman,Boston University,Nursing,Boston,MA,4.3,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,Megan,Maynard,Boston University,Political Science,Boston,MA,5.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,Lilly,Roberts,Boston University,English,Boston,MA,3.3,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,Karen,Testa,Boston University,Journalism,Boston,MA,4.5,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,Neil,Doherty,Boston University,Physical Ed,Boston,MA,3.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,Ezra,Benjamin,Boston University,Earth Science,Boston,MA,4.5,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,Ayako,Yamaguchi,Boston University,Biology,Boston,MA,5.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,Nick,Bisconti,Boston University,Marketing,Boston,MA,4.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,Steve,Ng,Boston University,Finance,Boston,MA,3.3,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,Pietro,Rizza,Boston University,Economics,Boston,MA,3.8,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,Mathew,Adams,Boston University,Geography,Boston,MA,5.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,Aaron,Lecklider,Boston University,Literature,Boston,MA,4.3,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,James,Hirsch,Boston University,Communication,Boston,MA,2.0,N/,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,Bill,Barclay,Boston University,Theater,Boston,MA,2.8,N/,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,Thomas,Malone,Boston University,Music,Boston,MA,5.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,Terry,Sullivan,Boston University,Political Science,Boston,MA,3.3,N/,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2619,Jian-Qiang,Hu,Boston University,Engineering,Boston,MA,1.8,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,Heather,Moles,Boston University,Anthropology,Boston,MA,5.0,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,Dave,Oglesby,Boston University,Business,Boston,MA,2.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,Isin,Guler,Boston University,Management,Boston,MA,5.0,N/,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,Saikat,Ray,Boston University,Engineering,Boston,MA,2.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,David,Barlow,Boston University,Psychology,Boston,MA,1.5,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,Ted,Agne,Boston University,Communication,Boston,MA,5.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,Susan,Fasoli,Boston University,Health Science,Boston,MA,3.0,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,Iron,Chef,Boston University,Culinary Arts,Boston,MA,1.8,N/,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,Leslie,Spoelstra,Boston University,Communication,Boston,MA,4.8,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,Stacy,Schwartz,Boston University,Film,Boston,MA,4.8,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,Bryan,Bandy,Boston University,Medicine,Boston,MA,5.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,Sean,Smith,Boston University,Religion,Boston,MA,4.3,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,Gary,Berman,Boston University,Communication,Boston,MA,3.5,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,Debra,Morley,Boston University,Psychology,Boston,MA,4.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,Ron,Lamothe,Boston University,History,Boston,MA,2.3,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,Peter,Kelly,Boston University,Film,Boston,MA,2.8,N/,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,Brett,Laugtug,Boston University,Writing,Boston,MA,3.5,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,Vicentiu,Pasol,Boston University,Ma,Boston,MA,2.5,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,Warren,Castlemann,Boston University,Ethnic Studies,Boston,MA,5.0,N/,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,Zhao,Chen,Boston University,Biology,Boston,MA,2.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,Lynne,Larson,Boston University,Education,Boston,MA,3.3,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,Mark,Catarella,Boston University,Education,Boston,MA,5.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,Bradford,Rice,Boston University,Economics,Boston,MA,2.8,N/,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,Peter,Olenik,Boston University,Sociology,Boston,MA,1.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,David,Morochnick,Boston University,Music,Boston,MA,1.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,Michael,Bacovcin,Boston University,Religion,Boston,MA,3.0,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,Jordan,McMcarthy,Boston University,Accounting,Boston,MA,3.8,N/,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,Jeremy,Chaufty,Boston University,Biology,Boston,MA,5.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,Susan,Ormont,Boston University,Music,Boston,MA,5.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,Erinda,Spiro,Boston University,Psychology,Boston,MA,4.5,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,Theodore,Moustakas,Boston University,Engineering,Boston,MA,5.0,N/,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,Stephen,Marks,Boston University,Law,Boston,MA,4.5,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,Rajaram,Manoharan,Boston University,Engineering,Boston,MA,5.0,N/,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,Joe,Oberlander,Boston University,Biology,Boston,MA,4.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,Paula,Bishop,Boston University,Music,Boston,MA,4.3,N/,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,David,Collier,Boston University,Political Science,Boston,MA,4.5,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,Chris,Hein,Boston University,Science,Boston,MA,4.8,N/,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,Augusto,Ferraiuolo,Boston University,Anthropology,Boston,MA,2.3,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,Katherine,Wolff,Boston University,Writing,Boston,MA,5.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,Susan,Barba,Boston University,Writing,Boston,MA,3.8,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,Nick,Poulos,Boston University,Geography,Boston,MA,5.0,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,Jun,Wan,Boston University,Geography,Boston,MA,4.8,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,Adir,Even,Boston University,Management,Boston,MA,4.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,Ivan,Gold,Boston University,English,Boston,MA,4.3,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,Richard,Peters,Boston University,Writing,Boston,MA,1.3,N/,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,Erin,Salius,Boston University,English,Boston,MA,4.8,N/,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2666,Steven,Sturgeon,Boston University,Writing,Boston,MA,4.3,N/,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,Ganesan,Shankar,Boston University,Information Science,Boston,MA,4.8,N/,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,Alex,Whalen,Boston University,Political Science,Boston,MA,5.0,N/,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,Mark,Houghton,Boston University,Physical Education,Boston,MA,4.3,N/,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,Sara,Bachman,Boston University,Social Work,Boston,MA,5.0,N/,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2671,Stefano,Gagliarducci,Boston University,Economics,Boston,MA,4.3,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,Jesus,Viejo,Boston University,Economics,Boston,MA,5.0,N/,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,Alexander,Reid,Boston University,Journalism,Boston,MA,4.0,N/,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
