FN,LN,School,Department,City,State,OQ,WTA,LOD,gives good feedback,respected,lots of homework,accessible outside class,get ready to read,participation matters,skip class? you won't pass.,inspirational,graded by few things,test heavy,group projects,clear grading criteria,hilarious,beware of pop quizzes,amazing lectures,lecture heavy,caring,extra credit,so many papers,tough grader,number of comments,prof_id,num_female_words,num_male_words,percent_female,gender
Rachel,Ravina,Boston University,English,Boston,MA,3,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2412236,44,0,1,female
Cameron,Crane,Boston University,Chemistry,Boston,MA,1.5,N/,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2424497,0,50,0,male
ian,l,Boston University,Biology,Boston,MA,5,N/,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2430154,0,4,0,male
Romkaew,Broehm,Boston University,Economics,Boston,MA,2,N/,3.5,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2431362,0,0,0.5,unknown
Michael,Loman,Boston University,Film,Boston,MA,5,N/,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2435012,0,40,0,male
Mike,Fernandez,Boston University,Communication,Boston,MA,4,N/,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2444011,0,64,0,male
Peter,Kadushin,Boston University,Psychology,Boston,MA,3,N/,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2449727,0,9,0,male
James,Galagan,Boston University,Engineering,Boston,MA,4,N/,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1972189,0,22,0,male
Alexander,Becker,Boston University,Physics,Boston,MA,3.5,N/,4,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2458887,0,45,0,male
Donald,Andrade,Boston University,Accounting,Boston,MA,4,N/,3.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2441475,0,45,0,male
Andrew,David,Boston University,History,Boston,MA,4.5,N/,3.5,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2371591,0,53,0,male
Adam,Guren,Boston University,Economics,Boston,MA,4,N/,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2382679,0,4,0,male
Rebecca,Khurshid,Boston University,Engineering,Boston,MA,3.5,N/,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2369726,56,0,1,female
Carroll,Beauvais,Boston University,English,Boston,MA,5,N/,3.5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2424612,100,0,1,female
Shutan,Dong,Boston University,Languages,Boston,MA,5,N/,2.5,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,2415331,98,0,1,female
Katerine,Voitenok,Boston University,Languages,Boston,MA,4.5,N/,2.5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2298516,27,0,1,female
Emily,Gowen,Boston University,English,Boston,MA,5,N/,2.5,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2450606,53,0,1,female
Ian,Dunkle,Boston University,Philosophy,Boston,MA,5,N/,2.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2376836,0,24,0,male
Samantha,Pickette,Boston University,Writing,Boston,MA,3,N/,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2437086,96,0,1,female
Lorri,Veidenheimer,Boston University,Marketing,Boston,MA,4.7,N/,3,3,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,2363152,48,0,1,female
Aleks,Zosuls,Boston University,Engineering,Boston,MA,5,N/,3.5,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2251168,0,55,0,male
Max,White,Boston University,Writing,Boston,MA,4.7,N/,2.3,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,2462752,0,69,0,male
Noor,Hashem,Boston University,Writing,Boston,MA,3,N/,3.5,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2458490,33,0,1,female
Richard,Schotter,Boston University,English,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75959,0,12,0,male
Charles,Demm,Boston University,Theology,Boston,MA,4.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97608,0,9,0,male
Peter,Berger,Boston University,Sociology,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216358,0,0,0.5,unknown
Earl,Beane,Boston University,Theology,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237975,0,0,0.5,unknown
Ming-Hsuan,Lee,Boston University,Economics,Boston,MA,1.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,269087,37,0,1,female
Shenyi,Jiang,Boston University,Accounting,Boston,MA,2.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,401870,47,0,1,female
Ellen,Shell,Boston University,Journalism,Boston,MA,4.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,412332,4,0,1,female
Jay,Morong,Boston University,Communication,Boston,MA,4.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,552457,0,0,0.5,unknown
Jeffrey,Winik,Boston University,Law,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,561877,0,0,0.5,unknown
Freda,Rebelsky,Boston University,Psychology,Boston,MA,5,N/,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,629403,36,0,1,female
Mario,Beaulieu,Boston University,Classics,Boston,MA,2.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,630173,0,0,0.5,unknown
Monica,Dowling,Boston University,Social Work,Boston,MA,2,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,636731,9,0,1,female
Stillian,Stoev,Boston University,Ma,Boston,MA,4.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,638307,0,27,0,male
Walcott,Derek,Boston University,Writing,Boston,MA,3,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,642748,0,0,0.5,unknown
Alan,Gaynor,Boston University,Education,Boston,MA,4,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,642786,0,9,0,male
Jorge,Grossmann,Boston University,Music,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,661234,0,14,0,male
Julie,Graham,Boston University,Biology,Boston,MA,4.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,687800,0,0,0.5,unknown
Thom,Miller,Boston University,Theater,Boston,MA,1,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,693800,0,0,0.5,unknown
Donna,Shea,Boston University,Economics,Boston,MA,4.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,694149,34,0,1,female
Pradeep,Kumar,Boston University,History,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,698111,0,0,0.5,unknown
Michael,Gee,Boston University,Communication,Boston,MA,3,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,701590,0,33,0,male
David,Breen,Boston University,Law,Boston,MA,4.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,710623,0,17,0,male
Dorea,Vierling-Claassen,Boston University,Ma,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,712435,35,0,1,female
Amal,Ting,Boston University,Chemistry,Boston,MA,4.5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,750749,13,0,1,female
J,Connor,Boston University,Writing,Boston,MA,4,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,752674,16,0,1,female
Clinton,Becker,Boston University,Chemistry,Boston,MA,3,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,754100,0,9,0,male
Michael,McGinty,Boston University,Accounting,Boston,MA,5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,754398,0,6,0,male
Jim,Sully,Boston University,Biology,Boston,MA,5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,761822,0,22,0,male
Christraud,Geary,Boston University,Art History,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,762185,22,0,1,female
Daniel,Bauch,Boston University,Music,Boston,MA,1,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,773072,0,0,0.5,unknown
Stewart,Scott,Boston University,Finance,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,773363,0,0,0.5,unknown
Dale,Matt,Boston University,Biology,Boston,MA,4,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,773954,0,21,0,male
Roger,Bridgeman,Boston University,Communication,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,778605,0,14,0,male
Gretchen,Pauley,Boston University,Psychology,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,780456,0,0,0.5,unknown
McCarthy,John,Boston University,Accounting,Boston,MA,3,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,783926,0,0,0.5,unknown
Weimin,Dong,Boston University,Business,Boston,MA,1,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,783976,0,54,0,male
Adrien,Verdelhan,Boston University,Economics,Boston,MA,4.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,788224,0,0,0.5,unknown
Cathy,Elcik,Boston University,Writing,Boston,MA,4.5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,802844,29,0,1,female
John,White,Boston University,Engineering,Boston,MA,4,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,812619,0,12,0,male
Murray,Alex,Boston University,Hospitality,Boston,MA,4,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,813468,0,25,0,male
Johannes,Wich-Schwarz,Boston University,Writing,Boston,MA,4.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,825789,0,29,0,male
Robert,Schlesinger,Boston University,Journalism,Boston,MA,3,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,829506,0,0,0.5,unknown
Loren,Anderson,Boston University,Science,Boston,MA,1,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830120,0,0,0.5,unknown
Hanna,Barret,Boston University,Fine Arts,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836418,0,0,0.5,unknown
Peter,Sykes,Boston University,Music,Boston,MA,5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,839404,0,11,0,male
Jaffer,Tariq,Boston University,Religion,Boston,MA,4.5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,840217,0,13,0,male
Rosemary,Peters,Boston University,Languages,Boston,MA,4,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,843036,0,0,0.5,unknown
Guru,Pradhan,Boston University,Ma,Boston,MA,4.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,843358,0,0,0.5,unknown
Sara,Betnel,Boston University,Theater,Boston,MA,3,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,854306,22,0,1,female
Andrew,Bujalski,Boston University,Film,Boston,MA,1,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,859993,0,29,0,male
Faun,Sweeney,Boston University,Communication,Boston,MA,3,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,865720,0,18,0,male
Christine,Casatelli,Boston University,Journalism,Boston,MA,4.5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,872576,30,0,1,female
Mikhail,Pyatigorsky,Boston University,Economics,Boston,MA,5,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,873523,0,0,0.5,unknown
Ivan,Stefanov,Boston University,Music,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,894449,0,5,0,male
Marijane,Staniec,Boston University,Health Science,Boston,MA,4,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,899889,0,0,0.5,unknown
Douglas,Hall,Boston University,Business,Boston,MA,4,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,903863,0,0,0.5,unknown
Martin,Saradjian,Boston University,Management,Boston,MA,2.5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,905979,0,14,0,male
Arthur,Dell,Boston University,Health Science,Boston,MA,4,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,910025,0,33,0,male
Fred,Bayles,Boston University,Communication,Boston,MA,5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,917473,0,51,0,male
Rachael,Levy-Bell,Boston University,Medicine,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,918063,3,0,1,female
Jessica,Gonynor,Boston University,Biology,Boston,MA,5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,921816,0,0,0.5,unknown
Keith,Brown,Boston University,Film,Boston,MA,4,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,921986,0,0,0.5,unknown
Grace,Hua,Boston University,Business,Boston,MA,1,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,935012,56,0,1,female
Ian,Wing,Boston University,Geography,Boston,MA,5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,938068,0,7,0,male
Ulysses,Thomas,Boston University,Music,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,943916,0,0,0.5,unknown
Don,Derosa,Boston University,Education,Boston,MA,4,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,945090,0,13,0,male
Viktoria,Brautigam,Boston University,Physical Education,Boston,MA,5,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,954453,7,0,1,female
Kenneth,Rothschild,Boston University,Physics,Boston,MA,5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,957561,0,0,0.5,unknown
Joe,Dicketti,Boston University,Management,Boston,MA,3,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,958849,0,0,0.5,unknown
Yifei,Huang,Boston University,Ma,Boston,MA,5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,966493,57,0,1,female
Meredith,Bartron,Boston University,Writing,Boston,MA,2.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,967222,27,0,1,female
Alex,Ankrom,Boston University,English,Boston,MA,2,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,977037,0,0,0.5,unknown
David,Fromkin,Boston University,International Studies,Boston,MA,4.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,978800,0,13,0,male
J.R,Siegel,Boston University,Computer Science,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,979957,0,0,0.5,unknown
Sean,Horan,Boston University,Economics,Boston,MA,2,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,985480,0,1,0,male
Ravi,Kothuri,Boston University,Computer Science,Boston,MA,2,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,991857,0,21,0,male
Jee,Lehmann,Boston University,Economics,Boston,MA,4.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1012710,0,0,0.5,unknown
Brett,Crawford,Boston University,Political Science,Boston,MA,3.5,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1013179,0,51,0,male
Nancy,Ammerman,Boston University,Religion,Boston,MA,5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1025231,0,0,0.5,unknown
Makhlouf/,Idir,Boston University,Engineering,Boston,MA,3,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1027474,0,23,0,male
Zhiping,Weng,Boston University,Engineering,Boston,MA,3.5,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1042259,25,0,1,female
Jack,Aber,Boston University,Finance,Boston,MA,1.5,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1047929,0,17,0,male
David,Gold,Boston University,Ma,Boston,MA,1.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1048179,0,0,0.5,unknown
Jon,Krakauer,Boston University,Anthropology,Boston,MA,4.5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1058211,0,0,0.5,unknown
Anton,Mavretic,Boston University,Engineering,Boston,MA,4,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1070825,0,0,0.5,unknown
Paul,Anderson,Boston University,Geography,Boston,MA,5,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1072681,0,0,0.5,unknown
Sharon,Montgomery,Boston University,Communication,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1077834,22,0,1,female
Larry,Epstein,Boston University,Economics,Boston,MA,1.5,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1077861,0,29,0,male
Shira,Rose,Boston University,Physical Education,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1078273,31,0,1,female
Kevin,Crawley,Boston University,Culinary Arts,Boston,MA,4,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1079316,0,32,0,male
Joe,Kirley,Boston University,Finance,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1079321,0,21,0,male
Scott,Taylor,Boston University,Business,Boston,MA,5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1079689,0,6,0,male
James,Demler,Boston University,Music,Boston,MA,5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1091831,0,20,0,male
Olga,Nikolova,Boston University,Writing,Boston,MA,4.5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1092011,0,0,0.5,unknown
Miriam,Olson,Boston University,Health Science,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1097814,19,0,1,female
Jon,Marcus,Boston University,Communication,Boston,MA,3.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1097872,0,3,0,male
Simon,Sheppard,Boston University,Political Science,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1103380,0,0,0.5,unknown
Osorio,Rivas,Boston University,Economics,Boston,MA,1.5,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1116384,0,0,0.5,unknown
Joe,Larkin,Boston University,Physics,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1121514,0,0,0.5,unknown
Andrea,Fosfuri,Boston University,Business,Boston,MA,1,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1122649,0,0,0.5,unknown
Brian,Bergstein,Boston University,Journalism,Boston,MA,5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1127879,0,4,0,male
Gregory,Aftandilian,Boston University,International Studies,Boston,MA,3.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1127894,0,21,0,male
Kris,Mogensen,Boston University,Health Science,Boston,MA,4,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1131182,0,0,0.5,unknown
Jamie,Kelley,Boston University,Philosophy,Boston,MA,1.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1138926,0,13,0,male
Mike,Civille,Boston University,History,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1140357,0,29,0,male
Sidney,Pietzsch,Boston University,Languages,Boston,MA,4.5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1153457,0,0,0.5,unknown
Eyal,Halfon,Boston University,Film,Boston,MA,1,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1154881,0,43,0,male
Elizabeth,Russell,Boston University,Ma,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1162811,36,0,1,female
Stefan,Cojocaru,Boston University,Philosophy,Boston,MA,2.5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1163676,0,16,0,male
Aimin,Yan,Boston University,Management,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1164906,0,54,0,male
Ceren,Ergenec,Boston University,Political Science,Boston,MA,4.5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1189522,0,0,0.5,unknown
Michael,Koplow,Boston University,Engineering,Boston,MA,3,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1191404,0,30,0,male
Paul,Trunfio,Boston University,Science,Boston,MA,4.5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1191607,0,4,0,male
Ward,Farnsworth,Boston University,Law,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1198851,0,12,0,male
Rob,Schmidt,Boston University,Communication,Boston,MA,5,N/,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1217888,0,9,0,male
Sari,Kerr,Boston University,Economics,Boston,MA,5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1232752,37,0,1,female
Laura,Lucus,Boston University,Political Science,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1233905,39,0,1,female
Michael,Dow,Boston University,Film,Boston,MA,5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1234884,0,24,0,male
Kristen,McKillop,Boston University,Writing,Boston,MA,2,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1235351,0,0,0.5,unknown
Jonathan,Deschere,Boston University,English,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1240875,0,16,0,male
Rima,Chaddha-Mycynek,Boston University,Communication,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1252357,26,0,1,female
Marcia,Cornett,Boston University,Business,Boston,MA,5,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1283818,25,0,1,female
Carl,Hobert,Boston University,Education,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1292941,0,45,0,male
Asonuma,Tamon,Boston University,Economics,Boston,MA,1,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1294204,0,21,0,male
Jerrold,Pope,Boston University,Music,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1294919,0,8,0,male
Nick,Benes,Boston University,Ma,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295768,0,37,0,male
Arianna,Fogelman,Boston University,Anthropology,Boston,MA,5,N/,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1310154,53,0,1,female
Johan,Van,Boston University,Political Science,Boston,MA,5,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1310166,0,40,0,male
William,Sameulson,Boston University,Business,Boston,MA,1,N/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1310824,0,0,0.5,unknown
Steph,Greenberg,Boston University,Physical Education,Boston,MA,4,N/,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1335642,0,0,0.5,unknown
Patrick,Kaufmann,Boston University,Marketing,Boston,MA,5,N/,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1355673,0,0,0.5,unknown
Matthew,Meyer,Boston University,Philosophy,Boston,MA,5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1370216,0,0,0.5,unknown
Colleen,Doyle,Boston University,English,Boston,MA,4.5,N/,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1378520,0,0,0.5,unknown
